,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,2009.08-304,Graham County Soil and Water Conservation District v. United States,08-304,2009-11,2010-03,2009-06,"Graham County Soil and Water Conservation District, et al.",Petitioner,"United States, ex rel. Karen T. Wilson",Respondent,"Graham County Soil and Water Conservation District, et al.",majority opinion,7.0,2.0,christopher_g_browning_jr,"Solicitor General of North Carolina, for the petitioners",mark_t_hurt,on behalf of the respondent,douglas_hallwarddriemeier,"on behalf of united states, as amicus curiae, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,,majority,majority,minority,,,,,,minority,majority,majority,,,,,
0,1976.74-6593,Gardner v. Florida,74-6593,1976-11,1977-03,,Gardner,Petitioner,Florida,Respondent,Gardner,plurality opinion,8.0,1.0,charles_h_livingston,for petitioner,wallace_e_allbritton,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1963.106,"Compco Corporation v. Day-Brite Lighting, Inc.",106,1964-01,1964-03,,Compco Corporation,Petitioner,"Day-Brite Lighting, Inc.",Respondent,Compco Corporation,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,majority,,,,,,,,
0,1983.82-618,Kosak v. United States,82-618,1983-11,1984-03,,Kosak,Petitioner,United States,Respondent,,majority opinion,8.0,1.0,jeffrey_l_naftulin,on behalf of the Petitioner,kathryn_a_oberly,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1986.85-701,"Federal Election Commission v. Massachusetts Citizens for Life, Inc.",85-701,1986-10,1986-12,1986-01,Federal Election Commission,Appellant,"Massachusetts Citizens for Life, Inc.",Appellee,,majority opinion,5.0,4.0,charles_n_steele,on behalf of Appellant,francis_h_fox,on behalf of Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,minority,majority,minority,minority,majority,majority,,,,,,,,,,,,,,,,,,
0,2001.00-927,"Chao v. Mallard Bay Drilling, Inc.",00-927,2001-10,2002-01,,Chao,Petitioner,"Mallard Bay Drilling, Inc.",Respondent,Chao,majority opinion,8.0,0.0,patrick_j_veters,Argued the cause for the respondent,matthew_d_roberts,"Department of Justice, argued the cause for the petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,none,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1961.598,"Drake Bakeries Incorporated v. Local 50, American Bakery & Confectionery Workers International, AFL-CIO",598,1962-04,1962-06,,Drake Bakeries Incorporated,Petitioner,"Local 50, American Bakery & Confectionery Workers International, AFL-CIO",Respondent,,majority opinion,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,none,,,,,,,,,,,,
0,2010.09-11121,J.D.B. v. North Carolina,09-11121,2011-03,2011-06,2010-11,J.D.B.,Petitioner,North Carolina,Respondent,J.D.B.,majority opinion,5.0,4.0,barbara_s_blackman,for the petitioner,roy_cooper,"Attorney General of North Carolina, for the respondent",eric_j_feigin,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,minority,majority,majority,,,,,,majority,minority,minority,,majority,,,
0,1979.78-1006,Brown v. Glines,78-1006,1979-11,1980-01,,Brown,Petitioner,Glines,Respondent,Brown,majority opinion,5.0,3.0,david_m_cobin,as Court appointed Counsel for Respondent,kent_l_jones,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,majority,,,,none,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1959.53,Davis v. Virginia Railway Company,53,1959-12,1960-01,,Davis,Petitioner,Virginia Railway Company,Respondent,Davis,majority opinion,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,none,,,,,,,,,,,,minority
0,1987.65_orig,Texas v. New Mexico,65 ORIG,,1988-03,,Texas,Petitioner,New Mexico,Respondent,Both,per curiam,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,none,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1998.97-303,Humana Inc. v. Forsyth,97-303,1998-11,1999-01,,Humana Inc.,Petitioner,Forsyth,Respondent,,majority opinion,9.0,0.0,james_w_colbert_iii,Argued the cause for the petitioners,g_robert_blakey,Argued the cause for the respondent,lawrence_g_wallace,"On behalf of the United States, as amicus curiae, supporting the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1988.87-1868,Mead Corporation v. Tilley,87-1868,1989-02,1989-06,,Mead Corporation,Petitioner,Tilley,Respondent,Mead Corporation,majority opinion,8.0,1.0,patrick_f_mccartan,on behalf of Petitioner,clifford_l_harrison,on behalf of Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1977.76-1835,Slodov v. United States,76-1835,1978-02,1978-05,,Slodov,Petitioner,United States,Respondent,Slodov,majority opinion,6.0,3.0,bennet_kleinman,for petitioner,deputy_solicitor_general_barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,minority,,,,
0,2006.06-6407,Panetti v. Quarterman,06-6407,2007-04,2007-06,2007-01,Scott Louis Panetti,Petitioner,"Nathaniel Quarterman, Director, Texas Department of Criminal Justice, Correctional Institutions Division",Respondent,Scott Louis Panetti,majority opinion,5.0,4.0,gregory_w_wiercioch,argued the cause for the petitioner,r_ted_cruz,argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,minority,minority,,,,,
0,1975.74-5566,Barrett v. United States,74-5566,1975-11,1976-01,,Barrett,Petitioner,United States,Respondent,,majority opinion,6.0,2.0,thomas_a_schaffer,for petitioner,robert_b_reich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,majority,minority,none,,,,,,,,,,,,,,,,majority,,,,
0,1984.84-438,"Superintendent, Massachusetts Correctional Institution at Walpole v. Hill",84-438,1985-03,1985-06,,"Superintendent, Massachusetts Correctional Institution at Walpole",Petitioner,Hill,Respondent,"Superintendent, Massachusetts Correctional Institution at Walpole",majority opinion,6.0,3.0,barbara_a_h_smith,on behalf of the Petitioner,jamie_ann_sabino,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,2000.99-1185,Seling v. Young,99-1185,2000-10,2001-01,,Seling,Petitioner,Young,Respondent,Seling,majority opinion,8.0,1.0,robert_c_boruchowitz,Argued the cause for the respondent,maureen_a_hart,"Olympia, Washington, argued the cause for the petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1965.27,Gunther v. San Diego & Arizona Eastern Railway Company,27,1965-11,1965-12,,Gunther,Petitioner,San Diego & Arizona Eastern Railway Company,Respondent,Gunther,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.88-317,Duckworth v. Eagan,88-317,1989-03,1989-06,,Duckworth,Petitioner,Eagan,Respondent,Duckworth,majority opinion,5.0,4.0,howard_b_eisenberg,"By appointment of the Court, argued the cause for the respondent",michael_r_lazerwitz,Argued the cause for the United States as amicus curiae urging reversal,david_michael_wallman,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,,majority,minority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1996.96-243,Suitum v. Tahoe Regional Planning Agency,96-243,1997-02,1997-05,,Suitum,Petitioner,Tahoe Regional Planning Agency,Respondent,Suitum,majority opinion,9.0,0.0,r_s_radford,Argued the cause for the petitioner,richard_j_lazarus,Argued the cause for the respondent,lawrence_g_wallace,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,2018.17-988,"Lamps Plus, Inc. v. Varela",17-988,2018-10,2019-04,2018-04,"Lamps Plus, Inc., et al.",Petitioner,Frank Varela,Respondent,Lamps Plus,majority opinion,5.0,4.0,andrew_j_pincus,for petitioners,michele_m_vercoski,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,,,minority,majority,majority,,minority,majority,majority,
0,2013.12-609,Kansas v. Cheever,12-609,2013-10,2013-12,2013-02,State of Kansas,Petitioner,Scott D. Cheever,Respondent,Kansas ,majority opinion,9.0,0.0,derek_l_schmidt,"Kansas Attorney General, for the petitioner",nicole_saharsky,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioner",neal_kumar_katyal,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1959.485,Ward v. Atlantic Coast Line Railroad Company,485,1960-03,1960-04,,Ward,Petitioner,Atlantic Coast Line Railroad Company,Respondent,Ward,per curiam,6.0,2.0,neal_p_rutledge,for the petitioner,sam_t_dell_jr,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,none,,,,,,,,,,,,minority
0,1965.619,Ashton v. Kentucky,619,1966-04,1966-05,,Ashton,Petitioner,Kentucky,Respondent,Ashton,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.73-1119,"MTM, Inc. v. Baxley",73-1119,1974-12,1975-03,,"MTM, Inc.",Appellant,Baxley,Appellee,"MTM, Inc.",per curiam,8.0,1.0,robert_eugene_smith,for appellants,herbert_jenkins_jr,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,2018.17-778,Quarles v. United States,17-778,2019-04,2019-06,2019-01,Jamar Alonzo Quarles,Petitioner,United States of America,Respondent,United States,majority opinion,9.0,0.0,jeremy_c_marwell,for the petitioner,zachary_d_tripp,"Assistant to the Solicitor General, Department of Justice, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,majority,
0,1976.76-63,Hunt v. Washington State Apple Advertising Commission,76-63,1977-02,1977-06,,Hunt,Appellant,Washington State Apple Advertising Commission,Appellee,,majority opinion,8.0,0.0,john_r_jordan_jr,Argued the cause for the appellants,slade_gorton,Argued the cause for the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,none,majority,,,,,,,,,,,,,,,,majority,,,,
0,1973.73-846,Wingo v. Wedding,73-846,1974-04,1974-06,,Wingo,Petitioner,Wedding,Respondent,,majority opinion,7.0,2.0,james_m_ringo,for petitioner,joseph_g_glass,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,minority,,,,
0,2013.13-354,Burwell v. Hobby Lobby Stores,13-354,2014-03,2014-06,2013-11,"Sylvia Burwell, Secretary of Health and Human Services, et al.",Petitioner,"Hobby Lobby Stores, Inc.",Respondent,Hobby Lobby Stores ,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,minority,minority,,,,,,minority,majority,majority,,minority,,,
0,1985.85-519,Randall v. Loftsgaarden,85-519,1986-04,1986-07,,Randall,Petitioner,Loftsgaarden,Respondent,Randall,majority opinion,8.0,1.0,robert_a_brunig,on behalf of the Petitioners,john_m_friedman_jr,on behalf of the Respondents,lawrence_g_wallace,"for United States and the SEC, as amici curiae in support of Petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1975.74-206,"Thermtron Products, Inc., v. Hermansdorfer",74-206,1975-10,1976-01,,"Thermtron Products, Inc.,",Petitioner,Hermansdorfer,Respondent,"Thermtron Products, Inc.,",majority opinion,5.0,3.0,frank_g_dickey_jr,for petitioners,c_kilmer_combs,for respondents real parties in interests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,majority,minority,none,,,,,,,,,,,,,,,,minority,,,,
0,1978.78-627,Dayton Board of Education v. Brinkman,78-627,1979-04,1979-07,,Dayton Board of Education,Petitioner,Brinkman,Respondent,,majority opinion,5.0,4.0,david_c_greer,for petitioners,william_e_caldwell,for respondents,drew_sdays_iii,,drew_s_days_iii,"for the United States, as amicus curiae, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,
0,1997.96-1925,"Caterpillar, Inc. v. International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",96-1925,1998-01,1998-03,,"Caterpillar, Inc.",Petitioner,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",Respondent,dismissal,dismissal - moot,0.0,0.0,beth_s_brinkmann,"on behalf of the United States, as amicus curiae, supporting the Respondents",david_silberman,on behalf of the Respondents,columbus_r_gangemi,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,none,none,none,none,none,none,none,,,,,,,,,,,,,
0,1995.95-173,Degen v. United States,95-173,1996-04,1996-06,,Degen,Petitioner,United States,Respondent,Degen,majority opinion,9.0,0.0,miguel_a_estrada,Argued the cause for the respondent,lawrence_s_robbins,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,2016.16-32,Kindred Nursing Centers Limited Partnership v. Clark,16-32,2017-02,2017-05,2016-10,"Kindred Nursing Centers Limited Partnership, et al.",Petitioner,"Janis E. Clark, et al.",Respondent,Kindred Nursing Centers Limited Partnership,majority opinion,7.0,1.0,andrew_j_pincus,on behalf of petitioners,robert_e_salyer,on behalf of respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,,,,,,majority,majority,majority,,majority,none,,
0,1978.77-1115,Lalli v. Lalli,77-1115,1978-10,1978-12,,Lalli,Appellant,Lalli,Appellee,,plurality opinion,5.0,4.0,leonard_m_henkin,for appellant,irwin_m_strum,for appellee,suzanne_mcgrattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1988.87-1061,National Collegiate Athletic Association v. Tarkanian,87-1061,1988-10,1988-12,,National Collegiate Athletic Association,Petitioner,Tarkanian,Respondent,National Collegiate Athletic Association,majority opinion,5.0,4.0,rex_e_lee,on behalf of the Petitioner,samuel_s_lionel,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,,,,minority,majority,,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,
0,1967.3239999999998,Norfolk & Western Railway Company v. Missouri State Tax Commission,324,1968-01,1968-03,,Norfolk & Western Railway Company,Appellant,Missouri State Tax Commission,Appellee,Norfolk & Western Railway Company,majority opinion,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.513,Norvell v. Illinois,513,1963-04,1963-05,,Norvell,Petitioner,Illinois,Respondent,,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,minority,,,,,,,,
0,2018.18-266,The Dutra Group v. Batterton,18-266,2019-03,2019-06,2018-12,The Dutra Group,Petitioner,Christopher Batterton,Respondent,The Dutra Group,majority opinion,6.0,3.0,seth_p_waxman,for the petitioner,david_c_frederick,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,,,minority,majority,majority,,majority,majority,majority,
0,1983.83-219,"McDonald v. City of West Branch, Michigan",83-219,1984-02,1984-04,,McDonald,Petitioner,"City of West Branch, Michigan",Respondent,McDonald,majority opinion,9.0,0.0,richard_w_smith,on behalf of the Respondent,david_j_achtenberg,on behalf of the Petitioner,richard_g_smith,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2011.11-88,Mohamad v. Palestinian Authority,11-88,2012-02,2012-04,2011-10,"Asid Mohamad, et al.",Petitioner,"Jibril Rajoub, et al.",Respondent,,majority opinion,9.0,0.0,jeffrey_l_fisher,for the petitioners ,laura_g_ferguson,for the respondents,curtis_e_gannon,"Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the respondents",jeffrey_fisher,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1979.78-6621,Beck v. Alabama,78-6621,1980-02,1980-06,,Beck,Petitioner,Alabama,Respondent,Beck,majority opinion,7.0,2.0,edward_e_carnes,for Respondent,david_klingsberg,for Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2001.00-853,Porter v. Nussle,00-853,2002-01,2002-02,,Porter,Petitioner,Nussle,Respondent,Porter,majority opinion,9.0,0.0,richard_blumenthal,"Hartford, Connecticut, argued the cause for the petitioners",irving_l_gornstein,"Assistant to the Solicitor General, argued the cause for the United States, as amicus curiae, by special leave of court, supporti",john_r_williams,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1981.80-1952,Blum v. Yaretsky,80-1952,1982-03,1982-06,,Blum,Petitioner,Yaretsky,Respondent,Blum,majority opinion,7.0,2.0,john_e_kirklin,on behalf of the Respondents,judith_a_gordon,on behalf of Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2003.02-1824,Dretke v. Haley,02-1824,2004-03,2004-05,2003-10,"Doug Dretke, Director, Texas Department of Criminal Justice, Correctional Institutions Division",Petitioner,Michael Wayne Haley,Respondent,Doug Dretke,majority opinion,6.0,3.0,r_ted_cruz,argued the cause for Petitioner,matthew_d_roberts,"argued the cause for Petitioner, on behalf of the United States, as amicus curiae",eric_m_albritton,argued the cause for Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,minority,minority,majority,majority,majority,,,,,,,,,,,,,
0,1998.98-184,Wyoming v. Houghton,98-184,1999-01,1999-04,,Wyoming,Petitioner,Houghton,Respondent,Wyoming,majority opinion,6.0,3.0,barbara_b_mcdowell,"Department of Justice, for the United States, as amicus curiae, supporting the petitioner",paul_s_rehurek,Argued the cause for the petitioner,donna_d_domonkos,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,minority,majority,,,,,,,,,,,,,
